Timestamp,size,gender,exp,tech,role,remote,paid,lastsalary,salary delta,deltapercent,comp,country,cost
3/7/2016 1:58:28,Very Small,Male,Support is a way of life! (5+ years),Kinda,I'm in charge of the entire support operation,Yes,45000,20000,25000,56%,"Equity, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",CZ,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/8/2016 6:09:10,Very Large ,Male,I've been doing this for a few years (3 - 5 years),Kinda,I help customers,Yes,115000,86000,29000,25%,"Medical benefits (partially paid to 100%), Equity, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",uk,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/7/2016 12:43:19,Small,Male,Support is a way of life! (5+ years),Kinda,I help customers,Yes,96000,67000,29000,30%,"Amazing benefits (Uber puppies, free food, sabbaticals, etc)",uk,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/5/2016 8:13:58,Very Small,Male,Support is a way of life! (5+ years),Yes,I'm in charge of the entire support operation,Yes,95000,65000,30000,32%,"Medical benefits (partially paid to 100%), Equity, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",us,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/12/2016 7:26:31,Very Large ,Male,I've been doing this for a few years (3 - 5 years),Yes,I'm in charge of the entire support operation,No,90000,60000,30000,33%,"Medical benefits (partially paid to 100%), Equity, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",us,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/12/2016 7:26:25,Very Large ,Male,I've been doing this for a few years (3 - 5 years),Yes,I'm in charge of the entire support operation,No,90000,60000,30000,33%,"Medical benefits (partially paid to 100%), Equity, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",us,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/28/2016 7:42:32,Small,Female,I've been doing this for a few years (3 - 5 years),Kinda,I help customers,Yes,62000,30000,32000,52%,"Medical benefits (partially paid to 100%), Amazing benefits (Uber puppies, free food, sabbaticals, etc)",us,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/31/2016 9:54:01,Small,Female,I've been doing this for a few years (3 - 5 years),Yes,I'm in charge of the entire support operation,Yes,38552,38552.43,-0.430000000000291,-0%,Medical benefits (partially paid to 100%),ca,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/8/2016 7:36:36,Small,Other,I've been doing this for a few years (3 - 5 years),Kinda,I'm in charge of the entire support operation,Yes,120000,,,,"Medical benefits (partially paid to 100%), Bonuses, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",USA,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/8/2016 13:12:15,Small,Female,I'm new (1 - 2 years),Kinda,I help customers,No,37000,,,,"Medical benefits (partially paid to 100%), Equity",ca,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/7/2016 8:27:48,Very Small,Female,I've been doing this for a few years (3 - 5 years),Kinda,I help customers,Yes,68000,,,,"Medical benefits (partially paid to 100%), Equity",USA,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/7/2016 8:26:51,Small,Male,I'm new (1 - 2 years),Yes,I help customers,Yes,67000,,,,Medical benefits (partially paid to 100%),ca,"$$ (e.g. Tallinn, Warsaw, Bucharest, Santiago)"
3/7/2016 7:24:31,Small,Male,I've been doing this for a few years (3 - 5 years),Kinda,I lead a team (but I'm not head of support),No,60000,,,,"Medical benefits (partially paid to 100%), Equity, Bonuses",US,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/7/2016 6:29:53,Very Small,Male,I've been doing this for a few years (3 - 5 years),Kinda,I'm in charge of the entire support operation,No,72000,,,,"Medical benefits (partially paid to 100%), Bonuses",us,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/7/2016 6:18:03,Medium,Male,I've been doing this for a few years (3 - 5 years),Yes,I lead a team (but I'm not head of support),No,95000,,,,"Medical benefits (partially paid to 100%), Equity, Bonuses, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",us,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/7/2016 3:45:28,Very Large ,Male,I'm new (1 - 2 years),Kinda,I help customers,No,57724,,,,"Amazing benefits (Uber puppies, free food, sabbaticals, etc)",au,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/7/2016 20:56:07,Small,Female,Support is a way of life! (5+ years),No,I help customers,No,70000,,,,"Medical benefits (partially paid to 100%), Equity, Bonuses, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",us,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/7/2016 12:40:30,Very Large ,Male,I've been doing this for a few years (3 - 5 years),Yes,I lead a team (but I'm not head of support),No,56471,,,,"Medical benefits (partially paid to 100%), Equity, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",ca,"$$ (e.g. Tallinn, Warsaw, Bucharest, Santiago)"
3/7/2016 12:24:52,Very Small,Male,I'm new (1 - 2 years),Yes,I'm in charge of the entire support operation,No,55000,,,,"Medical benefits (partially paid to 100%), Equity",US,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/7/2016 10:59:23,Medium,Female,I'm new (1 - 2 years),Yes,I help customers,Yes,80000,,,,"Medical benefits (partially paid to 100%), Equity, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",USA,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/7/2016 10:14:40,Very Small,Male,I've been doing this for a few years (3 - 5 years),Yes,I help customers,No,45000,,,,"Medical benefits (partially paid to 100%), Bonuses",USA,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/7/2016 1:52:11,Small,Female,Support is a way of life! (5+ years),No,I'm in charge of the entire support operation,No,84886,,,,"Medical benefits (partially paid to 100%), Equity, Bonuses, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/6/2016 21:49:25,Small,Female,I've been doing this for a few years (3 - 5 years),Yes,I help customers,No,55000,,,,"Medical benefits (partially paid to 100%), Equity, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",us,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/6/2016 19:59:07,Medium,Male,Support is a way of life! (5+ years),No,I'm in charge of the entire support operation,Yes,105000,,,,"Medical benefits (partially paid to 100%), Equity",us,"$$ (e.g. Tallinn, Warsaw, Bucharest, Santiago)"
3/6/2016 18:14:39,Small,Male,Support is a way of life! (5+ years),Yes,I lead a team (but I'm not head of support),No,97500,,,,"Medical benefits (partially paid to 100%), Equity, Bonuses",us,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/5/2016 9:53:15,Very Small,Male,Support is a way of life! (5+ years),Yes,I'm in charge of the entire support operation,Yes,45547,,,,Nothing,UK,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/5/2016 7:59:19,Medium,Male,I've been doing this for a few years (3 - 5 years),Yes,I'm in charge of the entire support operation,No,105000,,,,"Medical benefits (partially paid to 100%), Equity",us,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/5/2016 7:40:05,Very Small,Female,Support is a way of life! (5+ years),Yes,I help customers,Yes,48000,,,,"Medical benefits (partially paid to 100%), Nothing",US,"$$ (e.g. Tallinn, Warsaw, Bucharest, Santiago)"
3/5/2016 7:37:25,Very Small,Male,I've been doing this for a few years (3 - 5 years),Kinda,I'm in charge of the entire support operation,No,80000,,,,"Medical benefits (partially paid to 100%), Equity, Bonuses, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/5/2016 7:34:58,Small,Male,Support is a way of life! (5+ years),Yes,I lead a team (but I'm not head of support),Yes,115000,,,,"Medical benefits (partially paid to 100%), Equity, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",USA,"$$ (e.g. Tallinn, Warsaw, Bucharest, Santiago)"
3/5/2016 7:07:55,Very Small,Female,I'm new (1 - 2 years),Yes,I'm in charge of the entire support operation,No,86400,,,,"Medical benefits (partially paid to 100%), Equity",us,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/5/2016 7:07:27,Small,Female,Support is a way of life! (5+ years),Kinda,I lead a team (but I'm not head of support),No,95000,,,,"Medical benefits (partially paid to 100%), Equity, Bonuses, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",Us,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/5/2016 17:47:42,Medium,Male,I'm new (1 - 2 years),Yes,I help customers,No,45300,,,,Medical benefits (partially paid to 100%),us,"$$ (e.g. Tallinn, Warsaw, Bucharest, Santiago)"
3/5/2016 17:28:40,Very Large ,Female,I've been doing this for a few years (3 - 5 years),Kinda,I help customers,Yes,65000,,,,"Medical benefits (partially paid to 100%), Amazing benefits (Uber puppies, free food, sabbaticals, etc)",USA,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/5/2016 13:36:36,Very Small,Male,I'm new (1 - 2 years),Yes,I help customers,Yes,48000,,,,"Medical benefits (partially paid to 100%), Equity",us,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/5/2016 13:33:09,Small,Male,Support is a way of life! (5+ years),Yes,I'm in charge of the entire support operation,No,150000,,,,"Medical benefits (partially paid to 100%), Equity, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",us,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/5/2016 13:29:06,Very Small,Female,I've been doing this for a few years (3 - 5 years),Kinda,I help customers,Yes,57000,,,,"Medical benefits (partially paid to 100%), Bonuses, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/5/2016 10:45:37,Very Small,Female,Support is a way of life! (5+ years),Yes,I'm in charge of the entire support operation,No,110000,,,,"Medical benefits (partially paid to 100%), Equity, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",USA,"$$ (e.g. Tallinn, Warsaw, Bucharest, Santiago)"
3/5/2016 10:37:15,Small,Male,Support is a way of life! (5+ years),Yes,I'm in charge of the entire support operation,No,160000,,,,"Medical benefits (partially paid to 100%), Equity, Bonuses",us,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/29/2016 9:51:35,Large (50 - 100),Male,I'm new (1 - 2 years),Yes,I lead a team (but I'm not head of support),No,42000,,,,"Medical benefits (partially paid to 100%), Equity, Bonuses, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",US,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/29/2016 8:33:04,Medium,Male,I've been doing this for a few years (3 - 5 years),Kinda,I lead a team (but I'm not head of support),No,42340,,,,"Medical benefits (partially paid to 100%), Equity",CA,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/29/2016 8:18:22,Very Small,Female,I'm new (1 - 2 years),Kinda,I'm in charge of the entire support operation,No,32826,,,,Nothing,uk,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/28/2016 9:02:42,Very Small,Female,Support is a way of life! (5+ years),Kinda,I help customers,Yes,87000,,,,"Medical benefits (partially paid to 100%), Amazing benefits (Uber puppies, free food, sabbaticals, etc)",US,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/26/2016 10:07:20,Very Small,Female,Support is a way of life! (5+ years),Yes,I help customers,Yes,60000,,,,Nothing,us,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/18/2016 0:17:06,Very Small,Female,I've been doing this for a few years (3 - 5 years),Kinda,I help customers,No,70000,,,,"Medical benefits (partially paid to 100%), Equity, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",us,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/17/2016 8:33:54,Small,Female,I've been doing this for a few years (3 - 5 years),Kinda,I'm in charge of the entire support operation,Yes,65000,,,,"Medical benefits (partially paid to 100%), Bonuses",us,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/17/2016 18:49:59,Very Small,Male,Support is a way of life! (5+ years),Yes,I'm in charge of the entire support operation,Yes,95000,,,,"Medical benefits (partially paid to 100%), Equity, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",us,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/16/2016 8:22:31,Small,Male,I'm new (1 - 2 years),Yes,I help customers,Yes,65000,,,,"Medical benefits (partially paid to 100%), Bonuses, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",US,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/15/2016 6:36:48,Very Small,Female,I'm new (1 - 2 years),Kinda,I help customers,Yes,48000,,,,Bonuses,kr,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/15/2016 11:53:39,Small,Female,I've been doing this for a few years (3 - 5 years),No,I help customers,No,69000,,,,"Medical benefits (partially paid to 100%), Equity, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",USA,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/14/2016 9:24:55,Very Large ,Female,I'm new (1 - 2 years),Kinda,I lead a team (but I'm not head of support),Yes,65000,,,,Nothing,us,"$$ (e.g. Tallinn, Warsaw, Bucharest, Santiago)"
3/14/2016 8:33:01,Very Small,Female,I'm new (1 - 2 years),Kinda,I help customers,No,40000,,,,Medical benefits (partially paid to 100%),us,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/14/2016 12:53:24,Medium,Male,Support is a way of life! (5+ years),Yes,I'm in charge of the entire support operation,No,80000,,,,"Medical benefits (partially paid to 100%), Equity",us,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/13/2016 4:36:54,Very Small,Male,I'm new (1 - 2 years),Yes,I'm in charge of the entire support operation,No,47000,,,,"Medical benefits (partially paid to 100%), Bonuses, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",us,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/13/2016 14:56:38,Small,Male,Support is a way of life! (5+ years),Yes,I'm in charge of the entire support operation,No,80000,,,,"Medical benefits (partially paid to 100%), Equity, Bonuses, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",US,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/13/2016 12:34:39,Medium,Male,I've been doing this for a few years (3 - 5 years),Kinda,I help customers,No,34000,,,,"Medical benefits (partially paid to 100%), Bonuses, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",CA,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/13/2016 11:33:24,Very Large ,Other,I've been doing this for a few years (3 - 5 years),Yes,I help customers,Yes,60000,,,,,,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/12/2016 9:39:43,Very Small,Male,Support is a way of life! (5+ years),Yes,I lead a team (but I'm not head of support),Yes,85000,,,,"Medical benefits (partially paid to 100%), Bonuses",us,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/12/2016 9:09:29,Medium,Female,Support is a way of life! (5+ years),Yes,I help customers,No,65000,,,,"Medical benefits (partially paid to 100%), Equity, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",us,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/12/2016 19:06:16,Small,Female,I'm new (1 - 2 years),No,I lead a team (but I'm not head of support),No,75000,,,,,,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/12/2016 14:35:33,Large (50 - 100),Male,I've been doing this for a few years (3 - 5 years),Yes,I lead a team (but I'm not head of support),No,68000,,,,"Medical benefits (partially paid to 100%), Equity, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",us,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/12/2016 10:25:25,Medium,Male,I've been doing this for a few years (3 - 5 years),Kinda,I help customers,Yes,32000,,,,Medical benefits (partially paid to 100%),US,"$$ (e.g. Tallinn, Warsaw, Bucharest, Santiago)"
3/11/2016 9:11:04,Medium,Female,I've been doing this for a few years (3 - 5 years),Kinda,I'm in charge of the entire support operation,No,90000,,,,"Medical benefits (partially paid to 100%), Equity, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",us,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/11/2016 6:50:26,Medium,Female,I'm new (1 - 2 years),Kinda,I help customers,Yes,27340,,,,Nothing,uk,"$$$$ (e.g. San Francisco, Hong Kong, Sydney, London, Paris, New York)"
3/11/2016 14:31:40,Small,Female,Support is a way of life! (5+ years),Kinda,I'm in charge of the entire support operation,No,75000,,,,"Medical benefits (partially paid to 100%), Equity",USA,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/10/2016 9:25:59,Medium,Male,I've been doing this for a few years (3 - 5 years),Kinda,I help customers,Yes,75000,,,,"Medical benefits (partially paid to 100%), Equity, Amazing benefits (Uber puppies, free food, sabbaticals, etc)",us,"$$$ (e.g. Nashville, Birmingham, Vienna, Austin, Las Vegas, Tel Aviv)"
3/10/2016 4:58:42,Very Large ,Female,Support is a way of life! (5+ years),Kinda,I help customers,Yes,62000,,,,"Amazing benefits (Uber puppies, free food, sabbaticals, etc)","USA, living in the EU","$$ (e.g. Tallinn, Warsaw, Bucharest, Santiago)"
3/10/2016 16:05:59,Small,Male,I'm new (1 - 2 years),Yes,I help customers,Yes,36000,,,,"Medical benefits (partially paid to 100%), Bonuses",,"$$ (e.g. Tallinn, Warsaw, Bucharest, Santiago)"